IPM,PERSONAS,P5010,REGION,DEPARTAMENTO,logro_educativo,alfabetismo,inasistencia_escolar,rezago_escolar,atencion_integral,trabajo_infantil,empleo_formal,desempleo_larga_duracion,barreras_acceso_salud,aseguramiento_salud,hacinamiento,paredes,pisos,alcantarillado,acueducto,P8526,P8530,P1075,P1077S21,P1077S22,P1077S23,POBRE
0.23,4,2,8,San Andrés,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,Sí,No,No,No,No
0.12,3,1,8,San Andrés,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,Sí,No,No,No,No
0.28,2,2,8,San Andrés,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,Sí,No,No,No,No
0.24,2,2,8,San Andrés,Sí,No,No,No,No,No,Sí,No,No,No,No,Sí,No,No,No,Inod a alcantarillado,Agua en bolsa,No,No,No,No,No
0.17,4,3,8,San Andrés,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.15,3,2,1,Córdoba,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.2,2,1,1,Córdoba,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.4,1,1,1,Córdoba,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,Sí
0.14,1,1,8,San Andrés,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,Inod a alcantarillado,Agua en bolsa,No,No,No,No,No
0.08,2,1,8,San Andrés,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.04,6,3,8,San Andrés,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Inod a alcantarillado,Agua en bolsa,Sí,No,Sí,Sí,No
0.14,2,1,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.1,2,1,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.2,2,1,1,Córdoba,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.24,3,1,1,Córdoba,Sí,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.1,4,3,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.04,3,2,8,San Andrés,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Inod a alcantarillado,Agua en bolsa,Sí,No,Sí,No,No
0.04,3,2,8,San Andrés,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Inod a alcantarillado,Agua en bolsa,Sí,No,Sí,No,No
0.2,1,1,1,Córdoba,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.28,3,1,1,Córdoba,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Sin servivio,Acu comunal,No,No,No,No,No
0.1,3,1,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.38,2,2,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Sin servivio,Acu comunal,No,No,No,No,Sí
0.14,2,2,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.34,1,1,1,Sucre,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,Sí
0.28,2,1,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,Sí,No,Sí,No,Sin servivio,Acu comunal,No,No,No,No,No
0.44,4,2,1,Sucre,Sí,No,No,Sí,No,Sí,Sí,No,Sí,No,No,No,No,Sí,No,Sin servivio,Acu comunal,No,No,No,No,Sí
0.14,4,2,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.2,2,2,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.24,2,1,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.24,3,1,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.3,1,1,1,Sucre,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.0,2,2,1,Bolívar,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.1,2,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.09,3,1,8,San Andrés,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,No,Inod a alcantarillado,Agua en bolsa,Sí,Sí,Sí,No,No
0.28,3,2,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Sin conexión,Pozo sin bomba,Sí,No,No,No,No
0.37,4,1,1,Sucre,Sí,No,No,Sí,No,No,Sí,No,No,No,Sí,No,No,Sí,Sí,Bajamar,Pozo sin bomba,Sí,No,No,No,Sí
0.1,2,1,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.48,1,1,1,Sucre,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,Sí,Bajamar,Pozo sin bomba,No,No,No,No,Sí
0.3,3,2,1,Córdoba,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.38,1,1,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Sin servivio,Pozo sin bomba,No,No,No,No,Sí
0.38,2,1,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí,Inod a pozo séptico,Pozo sin bomba,No,No,No,No,Sí
0.38,4,2,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí,Inod a pozo séptico,Pozo sin bomba,No,No,No,No,Sí
0.37,3,1,1,Sucre,No,No,No,No,Sí,No,Sí,No,No,Sí,No,No,Sí,Sí,Sí,Sin servivio,Pozo sin bomba,No,No,No,No,Sí
0.2,3,2,1,Córdoba,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.04,1,1,1,Sucre,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Inod a pozo séptico,Pozo sin bomba,Sí,No,No,No,No
0.38,4,2,1,Bolívar,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Sin servivio,Rio,No,No,No,No,Sí
0.3,2,1,1,Córdoba,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Pozo con bomba,No,No,No,No,No
0.51,7,2,1,Bolívar,Sí,No,Sí,Sí,Sí,No,Sí,No,No,No,Sí,No,Sí,Sí,Sí,Sin servivio,Rio,No,No,No,No,Sí
0.34,4,2,1,Córdoba,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Sin servivio,Pozo con bomba,No,No,No,No,Sí
0.3,1,1,1,Córdoba,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Pozo con bomba,No,No,No,No,No
0.04,3,2,8,San Andrés,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Agua en bolsa,Sí,No,Sí,No,No
0.42,6,3,1,Bolívar,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,Sí,Sin servivio,Rio,No,No,No,No,Sí
0.34,1,1,1,Córdoba,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,Sí
0.32,3,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,Sí,Sin servivio,Rio,No,No,No,No,No
0.23,3,1,1,Córdoba,No,No,No,Sí,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Sin servivio,Acu comunal,No,No,No,No,No
0.29,5,2,1,Córdoba,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.37,3,1,8,San Andrés,Sí,No,No,Sí,No,No,Sí,No,No,No,Sí,No,No,Sí,Sí,Inod a pozo séptico,Pozo con bomba,No,No,No,No,Sí
0.09,3,2,8,San Andrés,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.28,4,2,8,San Andrés,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.18,2,2,8,San Andrés,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,Sí,No,Sí,No,No
0.08,2,2,8,San Andrés,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.04,2,1,8,San Andrés,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.08,2,2,8,San Andrés,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.3,2,1,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.25,4,2,1,Sucre,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu comunal,Sí,No,No,No,No
0.1,4,2,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu comunal,Sí,No,No,No,No
0.0,3,2,1,Sucre,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu comunal,Sí,No,No,No,No
0.34,5,2,1,Sucre,Sí,No,No,Sí,Sí,No,Sí,No,No,No,No,No,No,No,Sí,Inod a pozo séptico,Agua lluvia,Sí,No,No,No,Sí
0.38,2,1,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí,Inod a pozo séptico,Agua lluvia,No,No,No,No,Sí
0.38,4,2,1,Sucre,Sí,No,No,Sí,No,Sí,Sí,No,No,No,No,No,Sí,No,Sí,Inod a pozo séptico,Agua lluvia,Sí,No,No,No,Sí
0.24,1,1,1,Córdoba,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.48,1,1,1,Sucre,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,Sí,No,Sí,Inod a pozo séptico,Agua lluvia,No,No,No,No,Sí
0.1,3,1,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.43,5,2,1,Córdoba,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Sin servivio,Acu comunal,No,No,No,No,Sí
0.13,5,3,8,San Andrés,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.2,4,2,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.24,2,2,8,San Andrés,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,Inod a alcantarillado,Agua en bolsa,No,No,No,No,No
0.35,3,2,1,Córdoba,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,Sí
0.14,1,1,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.18,1,1,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Sin servivio,Acu comunal,No,No,No,No,No
0.38,2,1,1,Bolívar,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Bajamar,Rio,No,No,No,No,Sí
0.3,4,2,1,Bolívar,Sí,No,No,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.0,2,1,1,Bolívar,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,Sí,Sí,No,No
0.4,2,2,1,Bolívar,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,Sí
0.14,2,1,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,Inod a pozo séptico,Pozo sin bomba,No,No,No,No,No
0.1,2,1,1,Bolívar,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,No
0.33,7,2,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,Sí,No,No,Sí,No,Bajamar,Acu comunal,Sí,No,No,No,No
0.47,4,1,1,Córdoba,Sí,Sí,No,Sí,No,No,Sí,No,No,No,Sí,No,Sí,Sí,No,Sin servivio,Acu comunal,No,No,No,No,Sí
0.24,1,1,1,Córdoba,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Sin servivio,Acu comunal,No,No,No,No,No
0.24,6,3,1,Córdoba,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.19,7,4,1,Bolívar,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,Sí,Inod a pozo séptico,Pozo sin bomba,Sí,No,No,No,No
0.24,2,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,Inod a pozo séptico,Rio,No,No,No,No,No
0.24,1,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,Inod a pozo séptico,Rio,No,No,No,No,No
0.24,2,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,Inod a pozo séptico,Rio,No,No,No,No,No
0.39,3,1,1,Bolívar,Sí,No,Sí,No,No,No,Sí,No,No,Sí,No,No,No,No,Sí,Inod a pozo séptico,Rio,Sí,No,No,No,Sí
0.32,1,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,Sí,Bajamar,Rio,No,No,No,No,No
0.2,2,1,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.15,3,2,1,Bolívar,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,No
0.25,3,2,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,No
0.44,1,1,1,Bolívar,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,Sí
0.3,3,2,1,Bolívar,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.24,1,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Bajamar,Acu comunal,No,No,No,No,No
0.33,4,2,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Sin servivio,Acu comunal,Sí,No,No,No,No
0.24,2,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,No
0.44,3,2,1,Córdoba,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí,Inod a pozo séptico,Pozo sin bomba,No,No,No,No,Sí
0.3,5,3,1,Bolívar,Sí,No,No,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,No
0.39,2,1,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,Sí,No,No,Sí,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,Sí
0.39,6,3,1,Bolívar,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,Sí
0.1,3,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,No
0.08,1,1,1,Córdoba,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Inod a pozo séptico,Pozo sin bomba,No,No,No,No,No
0.25,7,4,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,No
0.0,3,1,1,Bolívar,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,Sí,No,No
0.2,1,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.34,2,1,1,Bolívar,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,Sí
0.53,5,3,1,Córdoba,Sí,Sí,No,Sí,No,No,Sí,Sí,No,No,No,No,Sí,Sí,No,Sin servivio,Pozo con bomba,No,No,No,No,Sí
0.28,3,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Bajamar,Pozo sin bomba,No,No,No,No,No
0.18,3,1,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí,Inod a pozo séptico,Rio,No,No,No,No,No
0.34,1,1,1,Bolívar,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí,Inod a pozo séptico,Rio,No,No,No,No,Sí
0.29,7,4,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,Sí,Inod a pozo séptico,Rio,No,No,No,No,No
0.22,3,1,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,Sí,Sin servivio,Rio,Sí,No,No,No,No
0.32,3,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,Sí,Sin servivio,Rio,No,No,No,No,No
0.18,1,1,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí,Inod a pozo séptico,Rio,Sí,No,No,No,No
0.18,2,1,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí,Inod a pozo séptico,Rio,Sí,No,No,No,No
0.34,2,2,1,Bolívar,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,Inod a pozo séptico,Rio,Sí,No,Sí,No,Sí
0.38,4,2,1,Bolívar,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí,Inod a pozo séptico,Rio,No,No,No,No,Sí
0.2,4,3,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,No
0.1,2,1,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.0,2,2,1,Córdoba,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,Sí,No
0.1,1,1,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.37,6,3,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,Sí,Sí,Sí,Sin servivio,Rio,Sí,No,No,No,Sí
0.24,2,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,Inod a pozo séptico,Rio,Sí,No,No,No,No
0.27,2,1,1,Bolívar,No,No,No,Sí,No,No,Sí,No,No,No,No,No,Sí,Sí,Sí,Sin servivio,Rio,Sí,No,No,No,No
0.38,3,1,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí,Inod a pozo séptico,Pozo sin bomba,Sí,No,No,No,Sí
0.41,4,1,1,Sucre,Sí,No,No,No,Sí,No,Sí,No,No,No,Sí,No,Sí,Sí,Sí,Sin servivio,Pozo sin bomba,No,No,No,No,Sí
0.31,4,1,1,Sucre,No,No,No,Sí,No,No,Sí,No,No,No,Sí,No,Sí,Sí,Sí,Sin servivio,Agua lluvia,Sí,No,No,No,No
0.0,2,1,1,Córdoba,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,Sí,Sí,No,No
0.0,1,1,1,Córdoba,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.1,1,1,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,Sí,No,No,No
0.0,1,1,1,Córdoba,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,Sí,No,No,No
0.15,4,2,1,Bolívar,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.0,5,2,1,Córdoba,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,Sí,No,No,No
0.43,4,1,1,Córdoba,Sí,Sí,No,Sí,No,No,Sí,No,No,No,Sí,No,Sí,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,Sí
0.1,5,3,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.32,4,2,1,Córdoba,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,Sí,Sin servivio,Agua lluvia,No,No,No,No,No
0.39,4,2,1,Córdoba,Sí,No,No,Sí,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,Sí
0.18,3,2,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.38,1,1,1,Córdoba,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,Sí,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,Sí
0.18,4,1,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.37,4,2,1,Córdoba,Sí,No,No,Sí,No,No,Sí,No,No,No,No,Sí,Sí,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,Sí
0.32,1,1,1,Córdoba,Sí,No,No,No,No,No,No,Sí,No,No,No,Sí,Sí,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.32,2,1,1,Córdoba,Sí,No,No,No,No,No,Sí,No,No,No,No,Sí,Sí,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.22,3,1,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,Sí,No,Sí,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.28,2,1,1,Córdoba,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.32,3,2,1,Córdoba,No,No,No,No,No,No,Sí,Sí,No,No,No,Sí,Sí,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.18,3,1,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Sin servivio,Acu comunal,No,No,No,No,No
0.2,4,5,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.25,3,3,1,Bolívar,No,No,No,No,Sí,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.15,5,4,1,Bolívar,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.25,10,4,1,Bolívar,No,No,No,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.1,2,3,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.19,6,2,1,Bolívar,No,No,No,Sí,No,No,Sí,No,No,No,Sí,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.1,4,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.15,3,3,1,Bolívar,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.2,2,3,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.25,3,3,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.35,4,2,1,Córdoba,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,Sí
0.34,3,3,1,Bolívar,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,Inod a pozo séptico,Rio,Sí,No,No,No,Sí
0.3,5,2,1,Bolívar,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Pozo con bomba,Sí,No,No,No,No
0.28,4,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,Sí,Inod a pozo séptico,Rio,Sí,No,No,No,No
0.14,3,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Bajamar,Acu publi,Sí,No,No,No,No
